5212778510499794307	7039831402156970868
3524165184884486101	296974416108441355
4161793595827391356	6908154734333343802
2234457507725971261	6448974492596206333
6875343421660212673	5601071292406533820
9172646105883030785	6942498989033807650
4483082248473267500	6150591311972208717
8196494049322159826	6032083618545280470
7240471898986272618	575535199572921539
7424704706018406444	7109653820599621148
1401940904869466297	7737235690760927963
532460226807762974	8461195300608914412
3044567426795493877	2617521160017964374
470054049539939034	6421498042258807888
8420628382300508909	5189067676278337573
2413351001375808676	1528923061600226953
9215916540131554346	3668371176464260045
4691054586203828502	2806460724534110656
2633381341545540371	7128147311562263877
6268688486173916613	7803512524249707396
6431159464913426409	4129449014116103883
2142910851525451984	8019867655076564163
6844605119782752669	3735863621791742793
8102890011273151581	2665475867208119360
307680826148514748	5432494578078540330
8084451194867647633	137746797495005493
4592721219645393219	5209385900832014260
8686399858084839086	674433362289016126
7501483102951973400	3492721238032550166
5011948850781118756	1550370093151043033
2306003789863268183	5638834360309939089
6301455541054863526	6584578710368743038
4221861282659794745	3310420665985318270
571777317014023148	938935805021086399
1110797454093007219	4441444097937663489
2587918139053872027	342170030777082661
9151898308130699303	9034259633353313816
9061603881888457052	7755414626596517710
8186602692089066739	5887761468722372583
87728508331440403	2718790134478331586
4265075047094267639	2277813806009664444
5770474526042326397	6827036671069898556
2688645792308203087	9069617950994731765
8359351494279148988	1203286272687004870
6280067744749713533	7326304481596659923
7983998121015358125	5923494043893641578
4534321384812476618	1778915369161288988
4022144534209894261	6939318678779928291
7387515666987745415	2301754824353811004
4142002593660714125	4520644424348980734
3026864925711077926	7328988296485023271
4090642685014240171	2673933687031369738
670506513949507907	9005034091456696738
863998703499622224	2068049588908937661
3678129513604150863	90733668744626666
4488574394307124395	6918864718494035401
3223257343887730792	1885925546220175795
719630182125132672	8590503427791571304
9176903260370928074	2351527020861323586
549211018694381310	2176628872082277639
7849094889285408026	3952783138351371826
652729823948105954	100553321505470629
6671282001978522744	3605378025872745804
2254575752404036317	6319562063705413648
